CLASSE,TEXTO
POS,SNLF SUBSTITUIR ISOLADORES COM OXIDAÇÃO EM GRAU F5 NAS ESTRUTURAS 10 1 E 11 1.
POS,LAVAR A COMPENSAÇÃO SÉRIE PDCL7-01.
POS,SNMM RETIRAR ISOLADORES DE DISCO ONDE FORAM APLICADOS ISOLADORES POLIMÉRICOS.
POS,ELIMINAÇÃO DE VAZAMENTO DE ÓLEO NO SISTEMA HIDRÁULICO DO DISJUNTOR.
POS,ELIMINAÇÃO DE VAZAMENTO DE ÓLEO NO SISTEMA HIDRÁULICO DO DISJUNTOR.  
POS,FECHAR JAMPER NA ESTRUTURA 310. QUE FOI ABERTO NO DIA 17 01 2004. DEVIDO VANDALISMO NA REFERIDA LINHA E CONECTAR O RAMAL DE TRANSMISSÃO DA SCHINCARIOL (SEM PREVISÃO PARA ENERGIZAÇÃO TOMADA DE CARGA NA SE SCHINCARIOL).
POS,TESTES DE ENLACE DE TELEPROTEÇÃO ENTRE AS SE S PERITORÓ   SCHINCARIOL   COELHO NETO E TERESINA.
POS,VERIFICAR E SANAR SINALIZAÇÃO  BUCHHOLZ 1º GRAU ALARME NO TR 3 (230 88 KV).
POS,LIMPEZA DO CONDENSADOR DA UNIDADE.
POS,MONTAGEM DOS BICOS INJETORES DE AGUA NEBULIZADA E TESTES NO SISTEMA DE NEBULIZACAO DO AT01 
POS,COLOCACAO DOS BICOS INJETORES DE AGUA NEBULIZADA NAS 3 FASES E TESTE DE NEBULIZACAO DO AT03 
POS,SUBSTITUICAO DE FUSIVEIS NO BSIATP303 
POS,LEITURA DE CORRENTE.TENSAO E ANGULO (20 MIN)  DESATIVAR OS CANAIS DE CORRENTE E TENSAO DA LT E REATOR DO OSCILOGRAFO 02. 
POS,DESATIVACAO DOS CANAIS DE CORRENTE E TENSAO. PARA O OSCILO- GRAFO 2.  LEITURA DE CORRENTE. TENSAO E ANGULO (20 MIN) 
POS,1) SUBSTITUIÇÃO DOS BLOCOS DE CONTATOS AUXILIARES DA 10529-266. 2) SANAR ANO 002 04 REF. DEFEITO DA SINALIZAÇÃO LUMINOSA DO RELÉ DIFERENCIAL DO RE-6. 3) SANAR PENDÊNCIA DE MONTAGENS - ADEQUAÇÃO DO FECHAMENTO DE NEUTRO DO REATOR.
POS,MANUTENÇÃO PREVENTIVA DOS RELES DE PROTEÇÃO DOS ATF    S . VERIFICAR ACIONAMENTO DA CS 735 E SANAR PONTOS QUENTE EM PR    S . TC    S E TP    S DOS MESMOS        
POS,ENSAIOS E TESTES DE TELECOMANDO E TELESUPERVISÃO DA REMOTA.
POS,RELOCAÇÃO. REAPERTO E OU SUBSTITUIÇÃO DE ESPAÇADORES E INSTALAÇÃO DE REPAROS PRÉ-FORMADOS AO LONGO DA LINHA.
POS,RELOCAÇÃO. REAPERTO E OU SUBSTITUIÇÃO DE ESPAÇADORES E INSTALAÇÃO DE REPAROS PRÉ-FORMADOS AO LONGO DA LINHA.
POS,REPARO NO FILTRO DUPLA CESTA DO REGULADOR DE VELOCIDADE
POS,LANÇAMENTO DE CABO OPGW AO LONGO DA LT
POS,REALIZAR MANUTENÇÃO PREVENTIVA NOS TRANSFORMADORES CORRENTE. PÁRA- RAIOS E TRANSFORMADOR DE POTENCIAL CAPACITIVO DA LINHA PASSO FUNDO - XANXERÊ 2 - 230 KV E EFETUAR AJUSTE NO FECHAMENTO DA SECCIONADORA 785. NA SE PFU.
POS,AJUSTE DO TEMPO DO RELÉ DE DISCORDÂNCIA E COLETA DE AMOSTRA DE ÓLEO HIDRÁULICO PARA ANÁLISE.
POS,DESCONEXÃO DA CS761 DA BARRA PRINCIPAL - 230KV
POS,RECONEXÃO DA CS 761 À BARRA PRINCIPAL - 230KV
POS,MANUTENÇÃO PREVENTIVA NO COMPRESSOR DO DJ 1072 E AJUSTE DO TEMPO DO RELÉ DE DISCORDÂNCIA.
POS,TROCA DOS GRAMPOS DE SUSPENSÃO E ARMADURAS PREFORMADAS
POS,REVISÃO GERAL NA CS 1051
POS,MANUTENÇÃO PREVENTIVA NOS EQUIPAMENTOS.
POS,TROCA DE ISOLADORES COM CORROSÃO.
POS,REVISÃO GERAL NA CS 1051.
POS,REVISÃO GERAL NA CS 1051
POS,SANAR PONTO QUENTE NOS CONTATOS DO EQUIPAMENTO
POS,MANUTENÇÃO PREVENTIVA 12 ANOS DA CS 1015
POS,SANAR PONTO QUENTE NA SECCIONADORA 1005 ISOLADORA. NA SE ARE.
POS,NORMALIZAR FUNCIONAMENTO DO DISJUNTOR DE CAMPO DA UNIDADE GERADORA AUXILIAR N.1 ( GA-1 ) DA USINA DE TUCURUI
POS,MEDIÇÕES DE OSCILAÇÃO DO EIXO E VIBRAÇÃO DO ESTATOR.
POS,SNCP INSTALAR RESISTORES NAS ENTRADAS DAS URS. VISANDO ELEIMINAR DESLIGAMENTOS ESPÚRIOS.
POS,PESQUISAR E SANAR VAZAMENTO DE AR COMPRIMENTO NO DISJUNTOR 52-2. DO MÓDULO DA LT 230 KV URUGUAIANA 5.
POS,SNCP INSTALAR RESISTORES NAS ENTRADAS DAS URS. VISANDO ELIMINAR DESLIGAMENTOS ESPÚRIOS.
POS,INSTALAÇÃO DA PROTEÇÃO DIGITAL
POS,CONTROLE DE NITROGÊNIO NO 3TC024-1
POS,INSPEÇÃO QUINQUENAL NO :  MBTF6-01 MBSY6-02 MBSD6-04 MBSD6-03 MBSB6-04 MBSB6-03 MBCA6-04 MBSS2-01 MBSR2-01 DCP 230 KV.
POS,INSTALAÇÃO DA PROTEÇÃO DIGITAL DE LINHA.
POS,SUBSTITUIR ISOLADORES E FERRAGENS OXIDADAS.
POS,SUBSTITUIÇÃO DE ISOLADORES QUEBRADOS ESTRUTURA 1 2.
POS,SUBSTITUIR BOBINAS DE BLOQUEIO DE 400A POR OUTRAS DE 800A DAS FASE A E B NA SE MIMOSO E SE JUPIÁ
POS,SUBSTITUIR ISOLADORES E FERRAGENS OXIDADAS.
POS,SUBSTITUIÇÃO DE FERRAGENS AO LONGO DA LT COM TÉCNICO DE LINHA VIVA
POS,SUBSTITUIÇÃO DE FERRAGENS AO LONGO DA LT COM TÉCNICO DE LINHA VIVA
POS,ENERGIZAÇÃO DE 3 TC S NA BAIXA DO TRAFO 8TR1.
POS,DESMONTAGEM DE ANDAIMES NAS COLUNAS 15 E 16 NA VIGA 8
POS,LEVANTAMENTO DE DADOS DAS PROTEÇÕES: RELES 24. 32. 40. 46. 49. 50BF. 51V. 59. 64R. 64S. 81. 87TG
POS,DESMONTAGEM DE ANDAIMES NAS COLUNAS 15 E 16 E NA VIGA 8
POS,PESQUIZA DE VAZAMENTO DE GÁS (SF6) NOS POLOS DO DISJUNTOR  754 (ACOPLAMENTO) DE 230 KV DA  S E ANHANGUERA.
POS,SUBSTITUIÇÃO DE ACESSÓRIOS COM CORROSÃO DA LINHA CURITIBA - JOINVILLE 1 - 230 KV.
POS,SUBSTITUÍÇÃO DE ISOLADORES DANIFICADOS COM A TÉCNICA DA LINHA VIVA.
POS,REMONTAGEM. AJUSTES DE ABERTURA E FECHAMENTO  DA SECCIONADORA 2552.          
POS,REALIZAR MANUTENÇÃO PREVENTIVA NÍVEL 3
POS,RETORNO DE TRAFO AUXILIAR 02T5. SE NTD.
POS,MANUTENÇÃO EM EMERGÊNCIA DO MOTOR DE UMA DAS BOMBAS DE ÁGUA DE CIRCULAÇÃO DO CONDENSADOR DA UTN ANGRA 2.  BOMBA PAC-40.    
POS,EFETUAR MANUTENÇÃO PREVENTIVA NÍVEL 0 NO BC 01H1 E NA CHAVE 51H1
POS,SSUC - EFETUAR INSPECAO CORRECAO VAZAMENTO DE OLEO NAS BUCHAS DE 13.8KV             E NA VALVULA DO TANQUE PRINCIPAL.
POS,RETORNO A OPERAÇÃO TRAFO 02T5 NTD.
POS,COLETA DE AMOSTRAS DE OLEO NAS BUCHAS H1 E X1 DO REATOR SIEMENS  EFETUAR ENSAIOS DE FATOR DE POTENCIA E CAPACITANCIA DAS BU CHAS HSP DOS REATORES DE DERIVACAO SIEMENS H1 E X1   SUBSTITUICAO DE ESFERA DE SINALIZACAO AEREA ENTRE AS TORRES 419 E 420. 
POS,NORMALIZAR FUNCIONAMENTO DO SISTEMA DE PROTECAO E COMANDO CONTROLE DO MBCL7-02 MBTC-LT7-02.
POS,LIMPEZA DO SISTEMA DE REFRIGERAÇÃO E SUBSTITUIÇÃO DAS ESCOVAS DO GERADOR E EXCITATRIZ.
POS,LIMPEZA DO SISTEMA DE REFRIGERAÇÃO E SUBSTITUIÇÃO DAS ESCOVAS DO GERADOR E EXCITATRIZ.
POS,SANAR PONTOS QUENTES NAS FASES  B  E  C  DO BANCO DE CAPACITORES. 
POS,SUBSTITUICAO DO ELO FUSIVEL ROMPIDO NO BC01 FASE A DO GRUPO SUPERIOR NUMERO 3. 
POS,VERIFICAR SINALIZAÇÃO DE RELÉ BUCHHOLZ 1º GRAU
POS,SSLS -  EFETUAR DESCONEXÃO CONEXÃO DOS PULOS 94M4 SE CTU  SSCP - EFETUAR TRANSFERÊNCIA DE QUALIMETRIA E SCS DO ENROLAMENTO DE             MEDIÇÃO PARA ENROLAMENTO DE PROTEÇÃO.  
POS,REMOVER ATERRAMENTO PROVISORIO QUE SUBSTITUIA A SCT13F13  MP NO BANCO DE TRANSFORMADORES ZQ 1 A. B E C  BLOQUEAR PROTECAO BF DOS DJS 13F1 E 13F2  EFETUAR ATERRAMENTO EM SUBSTITUICAO A SCT13F13  MP NA SC13F11 E NA SCT13F13  ENSAIO DE RESPOSTA EM FREQUENCIA NO TRAFO ZQ-1B 57845  DESBLOQUEAR PROTECAO BF DOS DJS 13F1 E 13F2 
POS,INSPECAO DE GRAXA DE SILICONE NAS COLUNAS ZQ2B E ZQ2C  VERIFICACOES GERAIS NOS PAINEIS DE PROTECAO E CONTROLE DO CV04 
POS,ENERGIZAÇÃO DE 3 TC S NA BAIXA DO TRAFO 8TR1.
POS,DESCONECTAR DCP DA FASE C.
POS,REMOVER ATERRAMENTO PROVISORIO QUE SUBSTITUIA A SCT10F13  MP NA SC13F11 E NA SCT10F13  DESBLOQUEAR PROTECAO BF DOS DJS 10F1 E 10F2  EFETUAR ATERRAMENTO EM SUBSTITUICAO A SCT10F13  ENSAIO DE RESPOSTA EM FREQUENCIA NO TRAFO ZM-1B 57842 E ZM 1A  7197212  MP NO BANCO DE TRANSFORMADORES ZM 1 A. B E C  MP NAS BOMBAS PRIMARIO SECUNDARIO CV7  BLOQUEAR PROTECAO BF DOS DJS 10F1 E 10F2 
POS,INSPECAO DE GRAXA DE SILICONE NAS COLUNAS ZM3C E ZM2C  VERIFICACOES GERAIS NOS PAINEIS DE PROTECAO E CONTROLE DO CV07 
POS,SUBSTITUIÇÃO DA SECC 29-100   ATERRAMENTO DE COLUNAS E VIGAS DAS ESTRUTURAS DO LASDO DA BARRA-II
POS,SNCP EFETUAR INSPEÇÃO MANUTENÇÃO CORRETIVA RELE DE SUBFREQÊNCIA.
POS,EFETUAR ATERRAMENTO EM SUBSTITUICAO A SCT7F13  MP NA SC7F11 E NA SCT7F13  BLOQUEAR PROTECAO BF DOS DJS 7F1 E 07F2  ENSAIO DE RESPOSTA EM FREQUENCIA NO TRAFO ZH-1A 7197213  DESBLOQUEAR PROTECAO BF DOS DJS 7F1 E 7F2  REMOVER ATERRAMENTO PROVISORIO QUE SUBSTITUIA A SCT7F13  MP NO BANCO DE TRANSFORMADORES ZH 1 A. B E C 
POS,ENSAIOS DE ENERGIZAÇÃO DO BAY PROVISÓRIO (DISJUNTOR 52-90). SEM CARGA. PARA INSPEÇÃO VISUAL DOS EQUIPAMENTOS.
POS,VERIFICACOES GERAIS NOS PAINEIS DE PROTECAO E CONTROLE DO CV04  INSPECAO DE GRAXA DE SILICONE NA COLUNA ZH3A 
POS,SSLS EFETUAR SUBST. DE ISOLADORES E PINOS OXIDADOS - IP.
POS,SUBSTITUIÇÃO DA VÁLVULA DE ABERTURA DO MÓDULO 1 DA FASE BRANCA DEVIDO PEQUENO VAZAMENTO DE AR.
POS,MEDIÇÃO TERMOGRÁFICA DO FLEXÍVEIS DOS TCS. FLEXÍVEIS DO FECHAMENTO ESTRELA. FLEXÍVEIS DE SAÍDA DO GERADOR E FLEXÍVEIS DO BARRAMENTO BLINDADO.
POS,SSLS EFETUAR SUBST. DE ISOLADORES COM PINOS OXIDADOS - IP.
POS,SUBSTITUIÇÃO DA VÁLVULA DE ABERTURA DO MÓDULO 1 DA FASE BRANCA DEVIDO PEQUENO VAZAMENTO DE AR.
POS,VERIFICAR SINALIZAÇÃO DE 1° GRAU DE GÁS SF-6.
POS,INSPEÇÃO GERAL E LIMPEZA DO GERADOR
POS,MEDIÇÃO TERMOGRÁFICA DO FLEXÍVEIS DOS TCS. FLEXÍVEIS DO FECHAMENTO ESTRELA. FLEXÍVEIS DE SAÍDA DO GERADOR E FLEXÍVEIS DO BARRAMENTO BLINDADO.
POS,INSPEÇÃO GERAL E LIMPEZA DO GERADOR
POS,INSPEÇÃO GERAL E LIMPEZA DO GERADOR
POS,MEDIÇÃO TERMOGRÁFICA DO FLEXÍVEIS DOS TCS. FLEXÍVEIS DO FECHAMENTO ESTRELA. FLEXÍVEIS DE SAÍDA DO GERADOR E FLEXÍVEIS DO BARRAMENTO BLINDADO.
POS,SUBSTITUIÇÃO DA VÁLVULA DE CONTROLE DO SISTEMA DE QUEIMA SECUNDÁRIA   -REALIZAÇÃO DE INSPEÇÃO BOROSCÓPICA   -REALIZAÇÃO DE LAVAGEM DO COMPRESSOR DE AR DO GERADOR DE GASES.
POS,CORRIGIR ANORMALIDADE NO REGULADOR DE VELOCIDADE.
POS,SUBSTITUIÇÃO DA SECCIONADORA 10629-100.
POS,DESMONTAR BOBINA DE BLOQUEIO. PARA-RAIO. SECCIONADORA DE LINHA. E SECCIONADORA DE ATERRAMENTO DO ANTIGO BAY DA TCVC-LT7-01(BAY F SECÇÃO Y E Z).
POS,SUBSTITUIR OS ISOLADORES TR-10 DA SC3171 E TAMBEM A CADEIA DE ISOLADORES DE SUSPENSAO SOB AS BARRAS A E B. 
POS,MEDIÇÃO TERMOGRÁFICA DO FLEXÍVEIS DOS TCS. FLEXÍVEIS DO FECHAMENTO ESTRELA. FLEXÍVEIS DE SAÍDA DO GERADOR E FLEXÍVEIS DO BARRAMENTO BLINDADO.
POS,INSPEÇÃO GERAL E LIMPEZA DO GERADOR
POS,NORMALIZACAO DA INTERLIGACAO DO VAO DA LIS2BG3 COM BR3A - (CONEXAO DO PINGADO) 
POS,MPPG NAS SECIONADORAS 329-40 E 15.
POS,NORMALIZAR INTERLIGACAO DO VAO DA LIS2BG3 COM A BR3B. (CONEXAO DO PINGADO) 
POS,SUBSTITUIÇÃO DOS PÁRA-RAIOS DO CIRCUITO CHAVANTES.
POS,GRUPO GERADOR 3 FORA DE OPERAÇÃO PARA VERIFICAR ATUAÇÃO CONSTANTE DO RELÉ 64R (TERRA DO ROTOR DO GERADOR).
POS,SIMIULAÇÃO DE ALARMES DE TRIP
POS,ENSAIO NO SISTEMA DE COMANDO LOCAL E A DISTÂNCIA. SINALIZAÇÃO E INTERTRAVAMENTO DA SECCIONADORA 1829-12.  SERVIÇO REPROGRAMADO PELA CTEEP.
POS,SANAR SOBREAQUECIMENTO  NO CONECTOR DA 29-38 E MEREJAMENTO DE ÓLEO NOS 3TC-4 FASE V.  SANAR PENDÊNCIAS NOS BLOCOS DE CONTATO DA 29-7.
POS,SUBSTITUIÇÃO DE ISOLADORES E FERRAGTENS AO LONGO DA LT
POS,ENSAIO NO SISTEMA DE COMANDO LOCAL E A DISTÂNCIA. SINALIZAÇÃO E INTERTRAVAMENTO DA SECCIONADORA 1829-10.  SERVIÇO REPROGRAMADO PELA CTEEP.
POS,PINTURA DAS MÍSULAS DE SINALIZAÇÃO AÉREA.
POS,VERIFICAÇÕES GERAIS NO REGULADOR DE TENSÃO DA UG.3
POS,ENSAIAR CIRCUITO DO RELÉ 86BF DO DISJUNTOR 86U15.   
POS,EFETUAR MANOBRAS DE ABERTURA E FECHAMENTO EM FORMA MANUAL E AUTOMATICA DO DISJUNTOR 86U15 A FIM DE COMPROVAR O NORMAL FUNCIONAMIENTO DAS MODIFICACIOES EFETUADAS PELO FABRICANTE NO SOFTWARE DE COMANDOS DO SCADA.
POS,VERIFICAÇÕES GERAIS NO REGULADOR DE TENSÃO DA UG.1
POS,SUBSTITUIÇÃO DA FASE B (33456)  DO BANCO T3 PELO TRANSFORMADOR RESERVA 33462. INSPEÇÃO SUBAQUÁTICA NA SUCÇÃO DA UNIDADE 04.
POS,LANÇAMENTO DE CABOS NA CABINE DE COMANDO PARA ATENDER A TROCA DE PROTEÇÃO DA LT BOM DESPACHO 3.
POS,LANÇAMENTO DE CABOS NA CABINE DE COMANDO PARA ATENDER A TROCA DE PROTEÇÃO DA LT BOM DESPACHO 3.
POS,TRANSFERÊNCIA DA LT CAV ESO C-2 PARA O 10652-90 PARA EFETUAR INSPEÇÃO E MEDIÇÃO NOS CIRCUITOS DE CORRENTE E TENSÃO DO BAY PROVISÓRIO (10652-90)  - EFETUAR MEDIÇÃO DE CORRENTE NO RELÉ DIFERENCIAL DE BARRAS DE 230KV.
POS,AGUARDANDO INÍCIO DA SUBSTITUIÇÃO DO DISJUNTOR.
POS,INSPEÇÃO COM TERMOVISOR NO BAY PROVISÓRIO.
POS,DISJUNTOR 10652-11 EM SUBSTITUIÇÃO AO 10652-11 PARA POSSIBILITAR COLETA DE ÓLEO  NOS TC S DO BAY APÓS 24 HORAS DE ENERGIZAÇÃO COM CARGA.
POS,INSPEÇÃO COM TERMOVISOR NO BAY PROVISÓRIO.
POS,MANUTENÇÃO PREVENTIVA NO COMANDO DAS CHAVES 3P1. 3P2. 3P5. 3P5T E 3P6 E NO SISTEMA HIDRAULICO DAS CHAVES  3P5. 3P5T E 3P6.
POS,INSPEÇÃO NOS ACESSÓRIOS DO GMTF6-01 FASES A B V. NORMALIZAR AJUSTES ELETROMECÂNICOS DA GMCA6-01. SANAR VAZAMENTO DE ÓLEO PELA BUCHA NAS FASES A B V. SANAR VAZAMENTO NO RELÉ DE GÁS FASE A.
POS,RETIRAR INTERLIGAÇÃO DA SECCIONADORA MRSD6-01 COM A SECCIONADORA MRSY6-01 (PM08-4054054 DAS 09:00H ÀS 10:30H) E RECOLOCAR A REFERIDA INTERLIGAÇÃO (PM08-4054057 DAS 16:30H ÀS 18:00H). PARA POSSIBILITAR MELHORIAS NO ARMÁRIO E SISTEMA DE COMANDO DA SECCIONADORA MRSD6-01
POS,SBMS CORRIGIR PONTO QUENTE NOS CONTATOS FIXOS DA CHAVE 35C5-5 FASES A B C EM SOB.
POS,MANUTENÇÃO PREVENTIVA NA CHAVE 3P1.
POS,SANAR PONTO QUENTE NO CONECTOR DA BUCHA 69KV FASE A DO GMTF6-02. EFETUAR AJUSTE ELETROMECÂNICO NA GMCA4-02 GMSD4-03 GMSD4-04 GMCA6-06 GMSY6-04 GMSD6-07 GMSD6-08 GMSB6-08 GMSY4-02.SANAR VAZAMENTO DE ÓLEO PELA GAXETA DO GMTF6-02. SANAR VAZAMENTO DE ÓLEO NO TANQUE DE EXPANSÃO. INSPEÇÃO NOS ACESSÓRIOS DO GMTF6-02 FASE A B V. 
POS,MANUTENÇÃO PREVENTIVA NA CHAVE 3P2.
POS,MANUTENÇÃO PREVENTIVA 04T3-BGI E CORREÇÃO DE PONTO QUENTE CHAVE 34T3-5.
POS,TROCA DE CABOS NO VÃO DE SAÍDA DA  LT  138 KV  CACHOEIRA DOURADA - QUIRINÓPOLIS. NA  S E CACHOEIRA DOURADA.
POS,SUBSTITUIR ISOLADORES E FERRAGENS OXIDADAS.
POS,AGUARDANDO MANUTENÇÃO NA FASE VERMELHA DA SECCIONADORA 14529-22 DE 440 KV DEVIDO MAU CONTATO.
POS,INTERVENÇÃO CORRETIVA PARA RECOLOCAÇÃO DE CORDÃO DE ISOLADORES QUE ENCONTRA-SE SOLTO NA ESTRUTURA 63 FASE  B .   
POS,VERIFICAR MAU FECHAMENTO DA SECCIONADORA 14529-22. FASE VERMELHA.
POS,RETIRAR INTERLIGAÇÃO DA SECCIONADORA MRSD6-02 COM A BARRA MRBP6-01 (PM08-4054065 DAS 09:00H ÀS 10:30H) E RECOLOCAR A REFERIDA INTERLIGAÇÃO (PM08-4054066 DAS 16:30H ÀS 18:00H). PARA POSSIBILITAR MELHORIAS NO ARMÁRIO E SISTEMA DE COMANDO DA SECCIONADORA MRSD6-02
POS,SUBSTITUIR ISOLADORES E FERRAGENS OXIDADAS NA LT 04L2 PAF AGL.
POS,VERIFICAR CAUSA DE FALHAS INTERMITENTES NO SISTEMA DE CONTROLE Nº 02 DO CAPACITOR IZCL7-01.
POS,SUBSTITUIR ISOLADORES E FERRAGENS OXIDADAS NA LT 04L3 PAF AGL.
POS,RECAPACITAÇÃO DA LT 04C1 RCD PRD.
POS,AFERIÇÃO DO RELÉ SOBRECORRENTE DIRECIONAL (67NS) DA LINHA PDLD-LT7-02.
POS,RECAPACITAÇÃO DA LT 04C2 RCD PRD.
POS,RETIRAR CABOS DA PROTEÇÃO ANTIGA. QUE FOI SUBSTITUIDA POR DIGITAL. (PM02-4054165 PARA IZRE7-11 E PM02-4054166 PARA IZRE7-06).
POS,RETIRAR INTERLIGAÇÃO DA SECCIONADORA MRSD6-17 COM A SECCIONADORA MRSY6-08 (PM08-4054126 DAS 09:00H ÀS 10:30H) E RECOLOCAR A REFERIDA INTERLIGAÇÃO (PM08-4054129 DAS 16:30H ÀS 18:00H). PARA POSSIBILITAR MELHORIAS NO ARMÁRIO E SISTEMA DE COMANDO DA SECCIONADORA MRSD6-17
POS,RETIRAR INTERLIGAÇÃO DA SECCIONADORA MRSD6-18 COM A BARRA MRBP6-01 (PM08-4054144 DAS 09:00H ÀS 10:30H) E RECOLOCAR A REFERIDA INTERLIGAÇÃO (PM08-4054145 DAS 16:30H ÀS 18:00H). PARA POSSIBILITAR MELHORIAS NO ARMÁRIO E SISTEMA DE COMANDO DA SECCIONADORA MRSD6-18.
POS,SSLS - EFETUAR DESCONEXÃO CONEXÃO DOS PULOS 94M4 SE CTU  SSCP - EFETUAR TRANSFERÊNCIA DE QUALIMETRIA E SCS DO ENROLAMENTO DEMEDIÇÃO PARA ENROLAMENTO DE PROTEÇÃO.  SSCP - EFETUAR COMISSIONAMENTO DE INTERLIGAÇÃO E ATIVAÇÃO DOS RECURSOS            TELESSUPERVISÃO (SINALIZAÇÃO TELECOMANDO E TELEMEDIDAS) RELATIVOS            AO VÃO DA LT 04M4-CTU FBS.
POS,EFETUAR ENSAIOS DE CAPACITANCIA E FATOR DE POTENCIA NAS BU CHAS HSP H1 E X1.  COLETAR AMOSTRA DE OLEO DAS BUCHAS H1 E X1 
POS,REMANEJAMENTOS DE CANAIS ENVOLVENDO OS CANAIS 22. 23. 24. 25. 26. 27. 28 E 29 DO RDP 3 E CANAIS 25. 26. 27. 28. 29 E 30 DO RDP1 PARA ATENDER A ENTRADADA LTADCH3 NO RDP3
POS,REALOCAR OS CANAIS DE CORRENTE NO OSCILOGRAFO 2.  LEITURA DE CORRENTE E ANGULO (20 MIN).  MANUTENCAO PREVENTIVA NAS SC    S 12957. 12953 E 12851 CONFORME SIAM  MANUTENCAO PREVENTIVA NAS SC    S 8455. 8453 E 8743 (CONFORME SIAM)  MANUTENCAO PREVENTIVA NOS CUBICULOS DO AUTOTRAFO E LIMPEZA NA FASE C  MANUTENCAO PREVENTIVA SPCI (CONFORME SIAM) 
POS,SANAR VAZAMENTO DE OLEO NA PARTE SUPERIOR DO TC DE 230KV. FASE C. 
POS,1) SUBSTITUIÇÃO DOS BLOCOS DE CONTATOS AUXILIARES DA 10529-266. 2) SANAR ANO 002 04 REF. DEFEITO DA SINALIZAÇÃO LUMINOSA DO RELÉ DIFERENCIAL DO RE-6. 3) SANAR PENDÊNCIA DE MONTAGENS - ADEQUAÇÃO DO FECHAMENTO DE NEUTRO DO REATOR.
POS,SSSS - EFETUAR SUBST. MICRO SWITCH DAS SECCIONADORAS 34F1-2 5 6 7 E            INSTALAR CHAVE LRM 14F1 SE SPU
POS,RECUPERAÇÃO DAS ESTRUTURAS DE CONCRETO DE SUSTENTAÇÃO DOS EQUIPAMENTOS DA LT IN-INT 2.  BAY DA LT IN-INT 2 E SECCIONADORA 7463 DE 345 KV.
POS,MANUTENÇÃO PREVENTIVA NO EQUIPAMENTO CARRIER.
POS,MANUTENÇÃO PREVENTIVA NO EQUIPAMENTO CARRIER.
POS,INSPEÇÃO DETALHADA E SUBSTITUIÇÃO DE ISOLADORES. ACESSÓRIOS. PEÇAS E PARAFUSOS. 
POS,INSTALAR PARAFUSOS NAS TORRES 368 365 134 E 131   REPOSISIONAR PARAFUSOS DE  GRAUS. EXECUTAR PINTURA DE ADVERTENCIA E INSTALAR PLACAS NAS TORRES 224.237  E 347
POS,INSTALAR PARAFUSOS NAS TORRES 368 365  134 E 131   REPOSISIONAR PARAFUSOS D  EGRAUS . EXECUTAR PINTURA DE ADVERTENCIA E INSTALAR PLACAS DE SINALIZACAO N  AS TORRES 224.237 E 347
POS,MONTAGEM DAS BUCHAS DO TRANSFORMADOR VATECH N S50099 
POS,MODIFICACAO NO CIRCUITO DE SINALIZACAO DO RELE 21P DA LTFUIT2. ATENDENDO   HD USFU-2004-0007 8.
POS,MEDICAO E SUBSTITUICAO DE ESCOVAS DOS GERADORES E EXCITATRIZ  INSPECAO ELETROMECANICA NO GERADOR E TURBINA.  VERIFICAR O FUNCIONAMENTO DO CONTADOR DE OPERACOES DO DJ846 
POS,INTERLIGAR O PROLONGAMENTO DO BARRAMENTO RIGIDO COM A PARTE NOVA CONSTRUIDA PELA EXPANSION. PARA IMPLANTACAO DA LINHA MARIMBONDO ITUMBIARA. 
POS,INSPECAO E TROCA DE ESCOVAS DA EXCITATRIZ PRINCIPAL  E ANEL COLETOR DO GERADOR. 
POS,INSPECAO E AJUSTES NOS MANCAIS DEVIDO OSCILACAO EXCESSIVA DA UNIDADE GERADORA.  EFETUAR BALANCEAMENTO DA UNIDADE GERADORA. 
POS,MEDICAO E SUBSTITUICAO DE ESCOVAS DOS GERADORES E EXCITATRIZ  INSPECAO ELETROMECANICA NO GERADOR E TURBINA  ATERRAR TRAFOS PRINCIPAIS PELO LADO DE ALTA TENSAO.  DESATERRAR TRAFOS PRINCIPAIS PELO LADO DE ALTA TENSAO.  INSERIR COMPORTA DE MANUTENCAO NO CANAL DE FUGA.  RETIRAR COMPORTA DE MANUTENCAO NO CANAL DE FUGA.  LIMPEZA NOS TROCADORES DE CALOR DO GERADOR E MANCAIS  SUBSTITUIR BOMBA DE REFRIGERACAO DO TRAFO PRINCIPAL FASE A  SANAR VAZAMENTO DE OLEO NA BUCHA DE BAIXA TENSAO DO TRAFO PR INCIPAL FASE A 
POS,INSPECAO E AJUSTES NOS MANCAIS DEVIDO OSCILACAO EXCESSIVA DA UNIDADE GERADORA.  EFETUAR BALANCEAMENTO DA UNIDADE GERADORA.  SUBSTITUIR ISOLADOR QUEBRADO DO BARRAMENTO DE NEUTRO DO TRAFO PRINCIPAL FASE B. 
POS,SUBSTITUIR ESPACADORES AMORTECEDORES AO LONGO DA LINHA. 
POS,SUBSTITUIR ESPACADORES AMORTECEDORES AO LONGO DA LINHA. 
POS,SUBSTITUICAO DA TELE PROTECAO (CARRIER PARA MICROONDAS).  NORMALIZAR TRIP DO RELE 62 BF.  DESMONTAGEM DAS TORRES 145 E 146. MONTAGEM DE UMA NOVA TORRE EM SUBSTITUICAO AS TORRES RETIRADAS.  ISOLAR TRIP DO RELE 62 BF. 
